OBJECTID,SETTLEMENT,REG_NAME,DIST_NAME,X,Y,house_count,shape name
5123,Xanan buro,Galgaduud,Cabudwaaq,46.36942,5.92108,974,ABUDWAQ
5149,Safsaaf,Galgaduud,Cabudwaaq,46.26641,6.16743,452,ABUDWAQ
5155,Mareere,Galgaduud,Cabudwaaq,45.99691,5.59973,370,BALANBALE
5151,Farmalagle,Galgaduud,Cabudwaaq,45.6245,5.43241,337,BALANBALE
5139,Duubin,Galgaduud,Cabudwaaq,46.44076,6.38159,324,ABUDWAQ
5152,Bohol,Galgaduud,Cabudwaaq,46.22785,5.74731,278,BALANBALE
5154,Balanbal,Galgaduud,Cabudwaaq,45.96932,5.68895,259,BALANBALE
2834,Lebi-hiiraan,Galgaduud,Cabudwaaq,45.71863,5.24572,258,GURIEL
5145,Yamaarugley,Galgaduud,Cabudwaaq,46.51482,6.45644,257,GALINSOOR
5213,Tuulo-caano,Galgaduud,Cabudwaaq,45.61753,5.37162,216,MATABAN
5167,Qaradhi,Galgaduud,Cabudwaaq,46.61505,6.00596,160,ADADO
2835,Cilmi-jawle,Galgaduud,Cabudwaaq,45.67813,5.2352,153,MATABAN
5153,Oodaale,Galgaduud,Cabudwaaq,45.8855,5.52516,124,BALANBALE
5143,Bangeele,Galgaduud,Cabudwaaq,46.43626,6.15527,121,ABUDWAQ
5144,Dhabad,Galgaduud,Cabudwaaq,46.54925,6.30619,111,GALINSOOR
5119,Laanle,Galgaduud,Cabudwaaq,45.89961,5.4798,89,BALANBALE
5150,Jora jowhar,Galgaduud,Cabudwaaq,45.8215,5.41521,82,BALANBALE
5170,Dhuumoodle,Galgaduud,Cabudwaaq,46.55282,6.18282,63,ABUDWAQ
5148,Baaltaag,Galgaduud,Cabudwaaq,46.29736,6.18756,36,ABUDWAQ
5146,Huurshe,Galgaduud,Cabudwaaq,46.42169,6.2102,29,ABUDWAQ
5172,Dibara,Galgaduud,Cabudwaaq,46.58528,6.1998,22,ADADO
5138,Cabudwaaq,Galgaduud,Cabudwaaq,46.3072,6.24178,21,ABUDWAQ
5142,Galmaygaag,Galgaduud,Cabudwaaq,46.3583,6.21851,12,ABUDWAQ
5147,Booso,Galgaduud,Cabudwaaq,46.41737,6.32658,3,ABUDWAQ
5141,Ceelaay,Galgaduud,Cabudwaaq,46.39986,6.26254,3,ABUDWAQ
5140,Ballicad,Galgaduud,Cabudwaaq,46.32816,6.20468,2,ABUDWAQ
5171,Hogdugaag,Galgaduud,Cabudwaaq,46.55957,6.1817,1,ABUDWAQ
5156,Cadaado,Galgaduud,Cadaado,46.62712,6.14568,10420,ADADO
5163,Baxdo,Galgaduud,Cadaado,47.2258,5.78938,3327,ADADO
5169,Galinsoor,Galgaduud,Cadaado,46.70553,6.42639,1516,GALINSOOR
5095,Wargalo,Galgaduud,Cadaado,47.5202,6.26335,743,HOBYO
5159,Kaxandho,Galgaduud,Cadaado,47.12623,5.97673,684,ADADO
5164,Docolay,Galgaduud,Cadaado,46.95448,6.1366,583,ADADO
5174,Dongaab,Galgaduud,Cadaado,47.41387,6.12521,455,HOBYO
5168,Iidoole,Galgaduud,Cadaado,46.84643,6.17485,419,ADADO
5160,Marsamage,Galgaduud,Cadaado,47.26299,5.76868,402,ADADO
5069,Laqu-raqsay,Galgaduud,Cadaado,47.03445,6.3551,400,GALKAYU SOUTH
5166,Gidhays,Galgaduud,Cadaado,46.6824,6.01858,372,ADADO
5173,Wad - galinsoor,Galgaduud,Cadaado,46.79284,6.34234,339,GALINSOOR
5175,Gubad farax,Galgaduud,Cadaado,46.9018,5.85072,336,ADADO
5161,Dhagax dheer,Galgaduud,Cadaado,46.83997,5.89619,321,ADADO
5059,Hilmo,Galgaduud,Cadaado,47.14502,6.38119,315,GALKAYU SOUTH
5158,Dayaano,Galgaduud,Cadaado,46.67082,6.30965,230,GALINSOOR
5162,Cada kibir,Galgaduud,Cadaado,46.91253,5.89581,226,ADADO
5096,Galbarwaaqo/sax-qurun,Galgaduud,Cadaado,47.40701,6.07628,139,ADADO
5063,Wanakiir,Galgaduud,Cadaado,46.94731,6.39886,132,GALKAYU SOUTH
5058,Bandiiradleey,Galgaduud,Cadaado,47.04234,6.36934,75,GALKAYU SOUTH
5157,Biyo gaduud,Galgaduud,Cadaado,46.65501,6.30798,12,GALINSOOR
5262,Cali-gaudud,Shabelle Dhexe,Cadale,46.4346538,3.178245826,2099,ADALE
9156,Ceel-muluq,Shabelle Dhexe,Cadale,46.07578,3.02045,1093,ADALE
5266,Bagdaad,Shabelle Dhexe,Cadale,46.19507,3.07575,1016,ADALE
8838,Cadale,Shabelle Dhexe,Cadale,46.319,2.7568,990,ADALE
5240,Ceel- barwaaqo,Shabelle Dhexe,Cadale,46.20586,3.21408,982,ADALE
5267,Lebi- goley,Shabelle Dhexe,Cadale,46.48498,3.22248,730,ADALE
5239,Guulane,Shabelle Dhexe,Cadale,46.23417,3.33952,625,ADEN YABAL
9035,Caddow-uul,Shabelle Dhexe,Cadale,46.16751616,2.870950757,560,ADALE
9079,Xaaji-cali,Shabelle Dhexe,Cadale,46.21733,2.91915,534,ADALE
5263,Guul-ijaabo,Shabelle Dhexe,Cadale,46.4009,3.12177,510,ADALE
5265,Geedi-xeyr,Shabelle Dhexe,Cadale,46.50853,3.25098,404,ADALE
8804,Boos-muluq,Shabelle Dhexe,Cadale,46.05837,2.73593,354,RAGA ELLE
5256,Bur qodow,Shabelle Dhexe,Cadale,46.20678,3.42019,309,ADEN YABAL
5264,Daarasalam(new),Shabelle Dhexe,Cadale,46.39165,3.11895,304,ADALE
5269,Xassan geedi,Shabelle Dhexe,Cadale,46.57097,3.3075,302,ADALE
5258,Dhuman cadow,Shabelle Dhexe,Cadale,46.2408,3.3262,302,ADEN YABAL
5275,Lan dheer,Shabelle Dhexe,Cadale,46.34819,3.36143,228,ADEN YABAL
9104,Bursha-shiikh,Shabelle Dhexe,Cadale,46.0067,2.93353,204,ADALE
9113,Lebelow,Shabelle Dhexe,Cadale,46.21275,2.94226,199,ADALE
2866,Ceel dheere,Shabelle Dhexe,Cadale,46.06387,3.49038,198,ADEN YABAL
9138,Geelgub,Shabelle Dhexe,Cadale,46.28523,2.97598,189,ADALE
5261,Wargaadhi,Shabelle Dhexe,Cadale,46.5681,3.2033,177,ADALE
9166,Bur-dacaar,Shabelle Dhexe,Cadale,46.21436,3.04219,166,ADALE
9063,Garas-weyne,Shabelle Dhexe,Cadale,46.19258,2.90082,160,ADALE
9167,Faqayaalo,Shabelle Dhexe,Cadale,46.33962,3.04305,99,ADALE
5251,Warta dibisamatar,Shabelle Dhexe,Cadale,46.34767924,3.360696162,96,ADEN YABAL
8944,Bur-dheere,Shabelle Dhexe,Cadale,46.12087,2.80787,84,ADALE
8760,War farax,Shabelle Dhexe,Cadale,46.04081,2.70796,82,RAGA ELLE
2861,Tawakal,Shabelle Dhexe,Cadale,46.12182,3.45397,37,ADEN YABAL
5270,Gal-xawaal dhegale,Shabelle Dhexe,Cadale,46.63913,3.25505,29,ADALE
5271,Nuu-dugle,Shabelle Dhexe,Cadale,46.57413,3.23163,25,ADALE
9020,Jamal,Shabelle Dhexe,Cadale,46.42495,2.85565,14,ADALE
5274,Raxan jabeere,Shabelle Dhexe,Cadale,46.58611,3.17023,9,ADALE
8713,Xaskule,Shabelle Dhexe,Cadale,46.24487,2.6818,7,ADALE
8672,Xeyle martiile,Shabelle Dhexe,Cadale,46.12566,2.66183,7,RAGA ELLE
2862,Ceeldheere-maalin,Shabelle Dhexe,Cadale,46.05825,3.48667,7,ADEN YABAL
9148,Darusalaam(cabdi jilib),Shabelle Dhexe,Cadale,46.30637,3.00837,6,ADALE
8632,Maareey,Shabelle Dhexe,Cadale,46.18923,2.63734,5,RAGA ELLE
8675,Dher madow,Shabelle Dhexe,Cadale,46.20621,2.66212,2,ADALE
8793,Malable,Shabelle Dhexe,Cadale,46.29012,2.72783,2,ADALE
8587,Labi saar,Shabelle Dhexe,Cadale,46.16994,2.61808,1,RAGA ELLE
8541,Xawaal barbaar,Shabelle Dhexe,Cadale,46.10761,2.59932,1,RAGA ELLE
8496,Shiid,Shabelle Dhexe,Cadale,46.13093,2.58022,1,RAGA ELLE
5246,Ruun-nirgood,Shabelle Dhexe,Adan Yabaal,46.77207,3.55585,1403,RUNINGOD
5229,Adan-yabaal,Shabelle Dhexe,Adan Yabaal,46.24644115,3.778370382,1387,ADEN YABAL
5230,Al-kowsar,Shabelle Dhexe,Adan Yabaal,46.38353,3.69178,1023,ADEN YABAL
5247,Ceel-cali weyd,Shabelle Dhexe,Adan Yabaal,46.73955,3.50802,630,RUNINGOD
5250,Caddaan laxey,Shabelle Dhexe,Adan Yabaal,46.65547,3.4262,606,RUNINGOD
5231,Boos-caduur,Shabelle Dhexe,Adan Yabaal,46.35198,3.50888692,537,ADEN YABAL
5233,Gal-haruur,Shabelle Dhexe,Adan Yabaal,46.3723,3.77163,271,ADEN YABAL
5249,Cad-caddey,Shabelle Dhexe,Adan Yabaal,46.78427,3.45932,241,RUNINGOD
5259,Alud,Shabelle Dhexe,Adan Yabaal,46.23986,3.7753,223,ADEN YABAL
5260,Dumaaye,Shabelle Dhexe,Adan Yabaal,46.89561,3.54972,127,RUNINGOD
5254,Shuute,Shabelle Dhexe,Adan Yabaal,46.29178,3.69507,93,ADEN YABAL
5252,Xirka dhere,Shabelle Dhexe,Adan Yabaal,46.20903,3.50787,77,ADEN YABAL
5268,Maxamed saciid,Shabelle Dhexe,Adan Yabaal,46.60117,3.33857,69,ADALE
5234,Xaaji-xaamud,Shabelle Dhexe,Adan Yabaal,46.25015,3.70017,65,ADEN YABAL
5276,Manyo dayeer,Shabelle Dhexe,Adan Yabaal,46.18485,3.58269,59,ADEN YABAL
5237,Miiro,Shabelle Dhexe,Adan Yabaal,46.14218,3.61752,43,ADEN YABAL
5257,Xaliimo xiiran,Shabelle Dhexe,Adan Yabaal,46.29343,3.50098,41,ADEN YABAL
5272,Qof qof,Shabelle Dhexe,Adan Yabaal,46.21019384,3.509200758,40,ADEN YABAL
5232,Ceel-muluq,Shabelle Dhexe,Adan Yabaal,46.25733,3.6396,36,ADEN YABAL
5236,Bur-dheere,Shabelle Dhexe,Adan Yabaal,46.20545,3.5014,34,ADEN YABAL
5245,Ceel-maxamed ali,Shabelle Dhexe,Adan Yabaal,46.83483,3.47588,26,RUNINGOD
5241,Dhabaq-labey,Shabelle Dhexe,Adan Yabaal,46.2183,3.63378,26,ADEN YABAL
5326,Nuur dugle,Shabelle Dhexe,Adan Yabaal,46.95268417,3.38931342,3,RUNINGOD
5273,Ina yare,Shabelle Dhexe,Adan Yabaal,46.22889384,3.664009242,2,ADEN YABAL
7574,Wakaaladda biyaha,Shabelle Hoose,Afgooye,45.20723,2.06697,7258,AFGOI
7787,Afgooye/hawo tako,Shabelle Hoose,Afgooye,45.12029,2.1371,6690,AFGOI
7812,Rati-wayne,Shabelle Hoose,Afgooye,45.33323,2.1526,6269,BALAD
7804,Afgooye/caytire,Shabelle Hoose,Afgooye,45.11889,2.14657,2943,AFGOI
7803,Afgooye/raqeyle,Shabelle Hoose,Afgooye,45.11394,2.14612,1970,AFGOI
7884,Xaanshooley,Shabelle Hoose,Afgooye,45.30521,2.21724,1704,BALAD
7844,Dawacaale,Shabelle Hoose,Afgooye,45.2968,2.18421,1368,BALAD
7785,Tollow,Shabelle Hoose,Afgooye,45.11247578,2.135918073,1338,AFGOI
7846,,Shabelle Hoose,Afgooye,45.29679871,2.184210062,1334,BALAD
7891,Bullalow,Shabelle Hoose,Afgooye,45.10598,2.21988,1324,AFGOI
7826,Shiikhaal,Shabelle Hoose,Afgooye,45.12181,2.16364,1322,AFGOI
7795,Afgooye/baalguri,Shabelle Hoose,Afgooye,45.1133,2.14242,1246,AFGOI
7761,Balad-aamin,Shabelle Hoose,Afgooye,44.97932,2.1199,1128,AFGOI
7781,Mareerey,Shabelle Hoose,Afgooye,45.05613,2.13468,1090,AFGOI
8751,Gololey,Shabelle Hoose,Afgooye,45.30617,2.701,1063,JOWHAR
7506,Bariire,Shabelle Hoose,Afgooye,44.89832,2.04707,1061,AWDHEEGLE
10016,Tortoorow,Shabelle Hoose,Afgooye,44.69117,2.25045,1052,AWDHEEGLE
7800,Baalgure,Shabelle Hoose,Afgooye,45.11016846,2.143729925,946,AFGOI
7330,Muuri,Shabelle Hoose,Afgooye,45.02443,2.03437,908,AFGOI
8127,Warmahan,Shabelle Hoose,Afgooye,45.01587,2.39634,896,AFGOI
7858,Cumar-beere,Shabelle Hoose,Afgooye,45.05582,2.19852,878,AFGOI
8540,Saar-saare,Shabelle Hoose,Afgooye,45.3266,2.59685,858,BALAD
7791,Afgooye/mbagathi,Shabelle Hoose,Afgooye,45.12145,2.13963,843,AFGOI
7953,Doonka,Shabelle Hoose,Afgooye,45.11162,2.25133,792,AFGOI
7568,Marcadde,Shabelle Hoose,Afgooye,45.10855,2.06468,781,AFGOI
7966,Geed-faqay,Shabelle Hoose,Afgooye,45.30232,2.25943,720,BALAD
7867,Maguurto-baalgure,Shabelle Hoose,Afgooye,45.08088,2.20207,715,AFGOI
7847,Jambaluul,Shabelle Hoose,Afgooye,45.15408,2.18488,668,AFGOI
7773,Sabiid,Shabelle Hoose,Afgooye,45.03595,2.12943,667,AFGOI
7292,Bulo-yaqle,Shabelle Hoose,Afgooye,44.85922,2.02867,666,AWDHEEGLE
7555,Wargodka,Shabelle Hoose,Afgooye,45.12518,2.05968,662,AFGOI
7790,Jaran,Shabelle Hoose,Afgooye,45.16663,2.13802,650,AFGOI
7249,Awdegle/caanoole,Shabelle Hoose,Afgooye,44.83237,1.97583,647,AWDHEEGLE
7256,Awdegle/wadajir malable,Shabelle Hoose,Afgooye,44.83319,1.98415,624,AWDHEEGLE
7592,Siinka dheer,Shabelle Hoose,Afgooye,45.22315,2.07212,621,AFGOI
7251,Awdegle/waberi,Shabelle Hoose,Afgooye,44.83234,1.97793,612,AWDHEEGLE
7816,Aqableey,Shabelle Hoose,Afgooye,45.37391,2.15856,609,BALAD
7967,Shirkada gumar,Shabelle Hoose,Afgooye,45.25429,2.2597,600,BALAD
7799,Afgooye/dhagahtur,Shabelle Hoose,Afgooye,45.11627,2.14369,592,AFGOI
8028,Walamooy,Shabelle Hoose,Afgooye,45.32993,2.29973,554,BALAD
8025,Buulo-garas,Shabelle Hoose,Afgooye,45.07047,2.29746,545,AFGOI
7628,Kalaweyne kore,Shabelle Hoose,Afgooye,45.12067,2.08515,543,AFGOI
8044,Baloow,Shabelle Hoose,Afgooye,45.29931,2.32483,538,BALAD
7662,Buulo-dacarta,Shabelle Hoose,Afgooye,45.10808,2.08845,528,AFGOI
7683,Libosoma,Shabelle Hoose,Afgooye,45.05568,2.09243,528,AFGOI
7641,Cabdow-dibile,Shabelle Hoose,Afgooye,45.07107,2.08635,506,AFGOI
7262,Fido-muuse,Shabelle Hoose,Afgooye,44.9996,2.00727,496,MARKA
7257,Awdegle/october malable,Shabelle Hoose,Afgooye,44.83367,1.98491,492,AWDHEEGLE
7794,Sagaalaad,Shabelle Hoose,Afgooye,45.09993,2.14223,472,AFGOI
7933,Buri-weyne,Shabelle Hoose,Afgooye,45.18593,2.24403,463,AFGOI
7689,Buslow,Shabelle Hoose,Afgooye,45.10668,2.09453,461,AFGOI
8017,Baldooska,Shabelle Hoose,Afgooye,45.19233,2.29357,447,AFGOI
7582,Baloow,Shabelle Hoose,Afgooye,44.91314,2.06799,432,AWDHEEGLE
8628,Xero jeeran,Shabelle Hoose,Afgooye,45.32804,2.63663,428,BALAD
8054,Tobanka-buundo,Shabelle Hoose,Afgooye,45.05083,2.3329,413,AFGOI
8016,Waraaboole,Shabelle Hoose,Afgooye,45.07642,2.29277,406,AFGOI
8696,Taxsiile,Shabelle Hoose,Afgooye,45.29063,2.67105,402,JOWHAR
8062,Garas weyne,Shabelle Hoose,Afgooye,45.24974,2.33778,400,BALAD
7436,Idimon,Shabelle Hoose,Afgooye,45.02617,2.04117,393,AFGOI
7722,Nuun,Shabelle Hoose,Afgooye,44.90642,2.1058,391,AWDHEEGLE
7938,Sabyo,Shabelle Hoose,Afgooye,45.23147,2.24506,390,AFGOI
7805,Gaalware,Shabelle Hoose,Afgooye,45.07437,2.14659,388,AFGOI
7975,Bagdaad,Shabelle Hoose,Afgooye,45.22817,2.26838,374,AFGOI
7948,Iidow liibaan,Shabelle Hoose,Afgooye,45.05908,2.25085,372,AFGOI
8024,Basra(baladurahma),Shabelle Hoose,Afgooye,45.26531596,2.297993853,369,BALAD
7801,Yaq-carafale,Shabelle Hoose,Afgooye,45.37973,2.14434,357,YAQSHID
8019,Banda salaama,Shabelle Hoose,Afgooye,45.26243,2.29539,352,BALAD
8021,Basra(jeyshan),Shabelle Hoose,Afgooye,45.27325,2.29674,349,BALAD
7260,No. 50(airstrip),Shabelle Hoose,Afgooye,44.9887,2.00353,344,MARKA
8043,Tixsiile,Shabelle Hoose,Afgooye,45.05875,2.32207,332,AFGOI
8556,Doondheere,Shabelle Hoose,Afgooye,45.32519,2.60452,329,BALAD
7250,Awdegle/october,Shabelle Hoose,Afgooye,44.8318,1.97666,329,AWDHEEGLE
8046,Kulanto,Shabelle Hoose,Afgooye,45.24875,2.32653,325,BALAD
7890,Maguurto,Shabelle Hoose,Afgooye,45.09825,2.21942,323,AFGOI
10021,Iidow guudow,Shabelle Hoose,Afgooye,44.74878,2.26815,321,AWDHEEGLE
7777,Caanoole,Shabelle Hoose,Afgooye,45.04023,2.13043,315,AFGOI
8047,Kulanta shan cawo,Shabelle Hoose,Afgooye,45.24679422,2.327101927,315,BALAD
7819,Kuraale,Shabelle Hoose,Afgooye,45.17191596,2.160456147,310,AFGOI
7870,Aray mooy,Shabelle Hoose,Afgooye,45.19847,2.20498,307,AFGOI
7996,,Shabelle Hoose,Afgooye,45.18922043,2.277400017,306,AFGOI
7762,Mordiinle,Shabelle Hoose,Afgooye,45.03087,2.12088,305,AFGOI
8248,Xaanshooley,Shabelle Hoose,Afgooye,45.10172,2.46212,303,AFGOI
8022,Geeshaan,Shabelle Hoose,Afgooye,45.27475982,2.297311927,293,BALAD
7926,Warmooley,Shabelle Hoose,Afgooye,45.06202,2.24053,286,AFGOI
8723,Casir-maal,Shabelle Hoose,Afgooye,45.33563,2.68958,285,JOWHAR
7945,Iigaabo2,Shabelle Hoose,Afgooye,45.19505,2.24912,280,AFGOI
7973,Beledulkariim,Shabelle Hoose,Afgooye,45.23104,2.26713,278,AFGOI
7911,Cadeyley,Shabelle Hoose,Afgooye,45.07828,2.23118,278,AFGOI
8006,Hawal wari,Shabelle Hoose,Afgooye,44.93429,2.28532,270,AWDHEEGLE
8014,Gal-gube,Shabelle Hoose,Afgooye,45.19683,2.291,266,AFGOI
7754,Yumbis,Shabelle Hoose,Afgooye,44.92991,2.11265,263,AWDHEEGLE
7814,Balbaley,Shabelle Hoose,Afgooye,45.13323,2.15813,261,AFGOI
8626,Isgaad,Shabelle Hoose,Afgooye,45.29018,2.63628,248,BALAD
7899,Lafagaale,Shabelle Hoose,Afgooye,45.07662,2.22287,242,AFGOI
8060,Burow,Shabelle Hoose,Afgooye,45.32893,2.33752,236,BALAD
7779,Deefow,Shabelle Hoose,Afgooye,45.06404,2.1314,234,AFGOI
7757,Darusalaam,Shabelle Hoose,Afgooye,44.95887,2.11698,231,AFGOI
7617,Kalaweyne hoose,Shabelle Hoose,Afgooye,45.11302,2.08155,228,AFGOI
7252,Awdegle/bulo shitq,Shabelle Hoose,Afgooye,44.82925,1.97838,222,AWDHEEGLE
7992,Madeyta,Shabelle Hoose,Afgooye,44.91402,2.27442,220,AWDHEEGLE
8186,Bulo hashi,Shabelle Hoose,Afgooye,45.00444,2.42473,216,WANLEWEYNE
7955,Doonka weynow,Shabelle Hoose,Afgooye,45.11293193,2.252141927,216,AFGOI
7248,Awdegle/horsed,Shabelle Hoose,Afgooye,44.83325,1.97441,214,AWDHEEGLE
8045,Daniga,Shabelle Hoose,Afgooye,45.29772422,2.326043853,211,BALAD
7971,Donyarow,Shabelle Hoose,Afgooye,45.10617,2.26233,210,AFGOI
7591,Luug xaluula,Shabelle Hoose,Afgooye,45.115,2.0715,208,AFGOI
7809,Garsaale -raylaawe,Shabelle Hoose,Afgooye,44.88397,2.15003,206,AWDHEEGLE
7937,T/sabyo,Shabelle Hoose,Afgooye,45.21383,2.24471,204,AFGOI
8597,Soodhinreeb,Shabelle Hoose,Afgooye,45.32186,2.62012,199,BALAD
7862,Bulo haji maow,Shabelle Hoose,Afgooye,45.18963,2.19965,199,AFGOI
7873,Bulo kadil,Shabelle Hoose,Afgooye,44.83031,2.20707,199,AWDHEEGLE
7851,Malag-karoor,Shabelle Hoose,Afgooye,45.16314,2.19261,198,AFGOI
7972,Aliindi,Shabelle Hoose,Afgooye,44.798,2.26455,196,AWDHEEGLE
8212,Galaangale/itinlay,Shabelle Hoose,Afgooye,45.02962,2.44165,195,WANLEWEYNE
7808,Ris,Shabelle Hoose,Afgooye,45.18363,2.14858,191,AFGOI
7811,Bulo yelale,Shabelle Hoose,Afgooye,44.97962,2.15209,189,AFGOI
7830,Shukurow,Shabelle Hoose,Afgooye,45.13928,2.1658,189,AFGOI
7766,Raqeyle,Shabelle Hoose,Afgooye,45.02592,2.12332,185,AFGOI
7489,Rahole,Shabelle Hoose,Afgooye,44.90028,2.04467,185,AWDHEEGLE
7686,Rimaygacmeed,Shabelle Hoose,Afgooye,45.1065,2.09297,182,AFGOI
7769,Bulo doon,Shabelle Hoose,Afgooye,44.94936,2.12585,182,AFGOI
7931,Baharka,Shabelle Hoose,Afgooye,44.82944,2.24357,179,AWDHEEGLE
7965,Geed fagi,Shabelle Hoose,Afgooye,45.30062,2.25939,178,BALAD
7912,Jameelo wiin,Shabelle Hoose,Afgooye,44.8809,2.23244,177,AWDHEEGLE
8018,Cadey-dheere,Shabelle Hoose,Afgooye,44.797,2.29525,177,AWDHEEGLE
7929,Isaraganoy,Shabelle Hoose,Afgooye,44.89824,2.24196,177,AWDHEEGLE
8068,Istanbul,Shabelle Hoose,Afgooye,45.2339,2.34943,176,BALAD
7855,Awgooye,Shabelle Hoose,Afgooye,45.19097,2.19602,175,AFGOI
7985,Deg dhaaran,Shabelle Hoose,Afgooye,44.89177,2.2729,173,AWDHEEGLE
8122,Buulo-daango,Shabelle Hoose,Afgooye,45.11459,2.39421,173,AFGOI
7839,Buulo-xaartooy,Shabelle Hoose,Afgooye,45.14812,2.17222,172,AFGOI
7827,Habarway,Shabelle Hoose,Afgooye,44.78085,2.16434,165,AWDHEEGLE
8602,Kaysaney,Shabelle Hoose,Afgooye,45.32247162,2.624170065,162,BALAD
8344,Bur dheere,Shabelle Hoose,Afgooye,45.12941,2.50525,161,WANLEWEYNE
8527,Kabxanka,Shabelle Hoose,Afgooye,45.18497,2.58944,160,WANLEWEYNE
7703,Lafoole,Shabelle Hoose,Afgooye,45.16352,2.09955,158,AFGOI
7887,Berta cali haji,Shabelle Hoose,Afgooye,45.20312,2.21826,153,AFGOI
7629,Jamac-balow,Shabelle Hoose,Afgooye,45.02592,2.0854,153,AFGOI
8020,Beledul raxma,Shabelle Hoose,Afgooye,45.26463,2.29651,152,BALAD
7788,Bulo kulan,Shabelle Hoose,Afgooye,44.97974,2.13773,151,AFGOI
7957,Ballad,Shabelle Hoose,Afgooye,45.22568,2.25354,150,AFGOI
7784,Buulo-folyo 1,Shabelle Hoose,Afgooye,45.1105,2.13617,143,AFGOI
7231,Buushka/ no 60,Shabelle Hoose,Afgooye,44.94455,1.94413,137,MARKA
7853,Iri dole,Shabelle Hoose,Afgooye,45.18331,2.19386,137,AFGOI
7242,Biro biraha,Shabelle Hoose,Afgooye,44.85491,1.95815,133,MARKA
7886,Deg maduusha,Shabelle Hoose,Afgooye,44.82159,2.21786,131,AWDHEEGLE
7772,Buulo weyn,Shabelle Hoose,Afgooye,44.89897,2.12943,129,AWDHEEGLE
7802,Ban galey,Shabelle Hoose,Afgooye,44.97942,2.14515,126,AFGOI
8250,Bulo mamow sh. osman,Shabelle Hoose,Afgooye,45.0324,2.46215,126,WANLEWEYNE
8552,Doonka,Shabelle Hoose,Afgooye,45.32598,2.60333,126,BALAD
8009,Misra harar,Shabelle Hoose,Afgooye,45.23890018,2.287126147,124,BALAD
7824,Jameeco -siikh bashiir.,Shabelle Hoose,Afgooye,45.21362,2.16322,122,AFGOI
8649,Calasoow,Shabelle Hoose,Afgooye,45.30645,2.65053,122,JOWHAR
8688,Buulo-caano,Shabelle Hoose,Afgooye,45.28863,2.66798,119,JOWHAR
8031,Tuulada walamooy,Shabelle Hoose,Afgooye,45.32919,2.30143,117,BALAD
8349,Xaluushin,Shabelle Hoose,Afgooye,45.15673,2.50689,113,WANLEWEYNE
8008,Buulo-cabdiyow,Shabelle Hoose,Afgooye,45.24598,2.28797,112,BALAD
7774,Bulo aw edin nurow,Shabelle Hoose,Afgooye,44.97422,2.13012,112,AFGOI
7923,Bulo hagi ali kulow,Shabelle Hoose,Afgooye,44.80716,2.23834,111,AWDHEEGLE
8301,Kabhanley,Shabelle Hoose,Afgooye,45.07407,2.48848,107,WANLEWEYNE
8010,Xaraare,Shabelle Hoose,Afgooye,45.24004,2.28818,107,BALAD
8538,Lafo-garre/xaanshooleey,Shabelle Hoose,Afgooye,45.18181,2.5941,105,WANLEWEYNE
7918,Bur fuule,Shabelle Hoose,Afgooye,44.88819,2.23548,104,AWDHEEGLE
8412,Diidow,Shabelle Hoose,Afgooye,45.1478,2.54294,103,WANLEWEYNE
7783,Buulo-shiisho,Shabelle Hoose,Afgooye,45.10652,2.13568,102,AFGOI
7942,,Shabelle Hoose,Afgooye,45.19396973,2.246769905,102,AFGOI
7941,Ibrahim madkeey,Shabelle Hoose,Afgooye,44.80245,2.2462,101,AWDHEEGLE
8161,Xayesilow,Shabelle Hoose,Afgooye,45.2653,2.41783,101,BALAD
7991,Saabdoro,Shabelle Hoose,Afgooye,44.9038,2.27383,100,AWDHEEGLE
7879,Awjeele,Shabelle Hoose,Afgooye,44.8921,2.21138,99,AWDHEEGLE
9996,Kalago'ow,Shabelle Hoose,Afgooye,44.69813,2.20942,99,AWDHEEGLE
8108,Lalman,Shabelle Hoose,Afgooye,45.06753,2.38583,92,AFGOI
7943,Iigaabo1,Shabelle Hoose,Afgooye,45.19397,2.24677,92,AFGOI
7864,Baadle,Shabelle Hoose,Afgooye,44.7982,2.20125,91,AWDHEEGLE
7848,Berta shegalka,Shabelle Hoose,Afgooye,45.17115,2.18492,89,AFGOI
7807,Nur diisow,Shabelle Hoose,Afgooye,44.98176,2.14801,89,AFGOI
7880,Bulo khalif 2,Shabelle Hoose,Afgooye,45.20044,2.21159,88,AFGOI
7902,Towfiq/shanta barako,Shabelle Hoose,Afgooye,45.21292,2.225,86,AFGOI
7893,Madiina,Shabelle Hoose,Afgooye,45.22585,2.22043,86,AFGOI
8229,Kulanley,Shabelle Hoose,Afgooye,45.2558,2.45198,83,BALAD
7609,Tawakal,Shabelle Hoose,Afgooye,44.9085,2.08012,83,AWDHEEGLE
8502,Lafo-garre/shamuuro,Shabelle Hoose,Afgooye,45.17759,2.58199,82,WANLEWEYNE
7534,Reydabley,Shabelle Hoose,Afgooye,44.85257,2.05149,82,AWDHEEGLE
7908,Berta shire jiis,Shabelle Hoose,Afgooye,45.21869,2.22986,81,AFGOI
7828,Buulo-shiikh cilmi,Shabelle Hoose,Afgooye,45.13133,2.16457,81,AFGOI
7607,Nuunaay,Shabelle Hoose,Afgooye,44.91092,2.07874,81,AWDHEEGLE
9968,Aw-hayle,Shabelle Hoose,Afgooye,44.77389,2.1681,80,AWDHEEGLE
