OBJECTID,SETTLEMENT,REG_NAME,DIST_NAME,tribe_level,percent,Source,Confidence,Tribe_name,,,
9950,Bulo arbow,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
8097,Amad aliyow,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
10362,Saha uen,Bay,Buur Hakaba,0,100%,,,Unknown,,,
7466,Alba,Banadir,Banadir,0,100%,,,Unknown,,,
324,Abuurriin,Woqooyi Galbeed,Hargeysa,0,100%,,,Unknown,,,
3307,Buur xaraw,Gedo,Garbahaarey,0,100%,,,Unknown,,,
2569,Dolo yaabeen,Hiraan,Belet Weyne,0,100%,,,Unknown,,,
4622,Buulo qalooc,Gedo,Doolow,0,100%,,,Unknown,,,
6254,,Juba Dhexe,Saakow,0,100%,,,Unknown,,,
8099,Raamo kuusta,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
7340,May kaa reebay,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
806,Gofei,Mudug,Jariiban,0,100%,,,Unknown,,,
408,Ina dan dan,Togdheer,Burco,0,100%,,,Unknown,,,
11079,Dhahablahe,Sanaag,Ceerigaabo,0,100%,,,Unknown,,,
7703,Lafoole,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
8368,Gumaroow,Shabelle Dhexe,Balcad,0,100%,,,Unknown,,,
2566,Kali dhenle,Hiraan,Belet Weyne,0,100%,,,Unknown,,,
9391,Mareer-dheer,Shabelle Hoose,Marka,0,100%,,,Unknown,,,
2681,Dabayoodle,Hiraan,Bulo Burto,0,100%,,,Unknown,,,
6603,Buulo-caday,Bay,Diinsoor,0,100%,,,Unknown,,,
1634,Habateh,Togdheer,Owdweyne,0,100%,,,Unknown,,,
3338,Hagi barro,Gedo,Luuq,0,100%,,,Unknown,,,
8156,Moro mararey,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
413,Gorayo,Togdheer,Burco,0,100%,,,Unknown,,,
11374,Uubaale,Woqooyi Galbeed,Hargeysa,0,100%,,,Unknown,,,
6047,Nimcan,Juba Dhexe,Bu'aale,0,100%,,,Unknown,,,
2480,Gabxanlow,Hiraan,Bulo Burto,0,100%,,,Unknown,,,
11371,Xabaaloyar,Woqooyi Galbeed,Hargeysa,0,100%,,,Unknown,,,
9604,Adaliyow,Shabelle Hoose,Marka,0,100%,,,Unknown,,,
2623,Juungal,Hiraan,Belet Weyne,0,100%,,,Unknown,,,
2890,Kala weyne,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
2810,Suubo,Hiraan,Bulo Burto,0,100%,,,Unknown,,,
6440,Maalin dheere 1,Bay,Diinsoor,0,100%,,,Unknown,,,
8366,Jiidane,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
7093,Abdurug,Bay,Baydhaba,0,100%,,,Unknown,,,
11358,Magaaxida arabka,Woqooyi Galbeed,Hargeysa,0,100%,,,Unknown,,,
5878,Godaya,Juba Hoose,Afmadow,0,100%,,,Unknown,,,
3294,Xasna yusuf,Bay,Baydhaba,0,100%,,,Unknown,,,
11138,Koryaal,Nugaal,Burtinle,0,100%,,,Unknown,,,
2501,Maxamad xasam,Hiraan,Belet Weyne,0,100%,,,Unknown,,,
9722,Cadiimale,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
9472,Buulo-tuni,Shabelle Hoose,Marka,0,100%,,,Unknown,,,
9526,Marka/horsed,Shabelle Hoose,Marka,0,100%,,,Unknown,,,
8848,Gumarey 1,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
2798,Libiloow,Hiraan,Bulo Burto,0,100%,,,Unknown,,,
9013,Jameeco jilyaale,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
2352,Farjano,Nugaal,Burtinle,0,100%,,,Unknown,,,
7484,Safaarada sacuudiga,Banadir,Banadir,0,100%,,,Unknown,,,
10615,Waama,Bay,Buur Hakaba,0,100%,,,Unknown,,,
2808,Teedan,Hiraan,Belet Weyne,0,100%,,,Unknown,,,
8975,Jaqay,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
2688,Gadan,Hiraan,Bulo Burto,0,100%,,,Unknown,,,
8284,Kajiija,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8411,Dugsilow sh. xassan,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
6819,Dharqo,Bay,Baydhaba,0,100%,,,Unknown,,,
3278,War cumar,Bay,Baydhaba,0,100%,,,Unknown,,,
3071,Buukoh,Bay,Baydhaba,0,100%,,,Unknown,,,
1014,Sareyaha,Woqooyi Galbeed,Gebiley,0,100%,,,Unknown,,,
7314,Via roma,Banadir,Banadir,0,100%,,,Unknown,,,
3220,Madooda,Bay,Baydhaba,0,100%,,,Unknown,,,
8352,Damaley,Shabelle Dhexe,Balcad,0,100%,,,Unknown,,,
9532,Diyeeni,Shabelle Hoose,Marka,0,100%,,,Unknown,,,
8934,Madax maroodi,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
4537,Jacjacley,Gedo,Doolow,0,100%,,,Unknown,,,
2293,Kulub,Mudug,Jariiban,0,100%,,,Unknown,,,
9995,Bulo abdiyow,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
8231,Xaaji xasan,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
165,Kala rog,Togdheer,Sheikh,0,100%,,,Unknown,,,
4979,Bandiiraaley,Mudug,Hobyo,0,100%,,,Unknown,,,
3317,Deeday,Gedo,Garbahaarey,0,100%,,,Unknown,,,
7887,Berta cali haji,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
7629,Jamac-balow,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
9417,Ceel ahmed,Shabelle Hoose,Marka,0,100%,,,Unknown,,,
6024,Diriye,Juba Hoose,Afmadow,0,100%,,,Unknown,,,
8980,Liinta,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
2815,Gumarre,Hiraan,Bulo Burto,0,100%,,,Unknown,,,
9761,Madax marodi,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
4221,Gunri,Bakool,Tayeeglow,0,100%,,,Unknown,,,
1020,Shiikh maldha,Woqooyi Galbeed,Hargeysa,0,100%,,,Unknown,,,
2499,Kulanka xaji cabdi,Hiraan,Bulo Burto,0,100%,,,Unknown,,,
5030,Higlaale,Mudug,Hobyo,0,100%,,,Unknown,,,
6409,Horoflillo,Bay,Diinsoor,0,100%,,,Unknown,,,
4960,Axmed maxamed cali,Shabelle Dhexe,Adan Yabaal,0,100%,,,Unknown,,,
10336,Buulaal,Bay,Buur Hakaba,0,100%,,,Unknown,,,
8020,Beledul raxma,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
9501,Jante nove,Shabelle Hoose,Marka,0,100%,,,Unknown,,,
9850,Goriyay,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
3232,Med cerba,Bay,Baydhaba,0,100%,,,Unknown,,,
11406,Queydar dhuunta,Mudug,Gaalkacyo,0,100%,,,Unknown,,,
7552,Ujeejeen,Banadir,Banadir,0,100%,,,Unknown,,,
7788,Bulo kulan,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
7895,Gumarrey,Shabelle Dhexe,Balcad,0,100%,,,Unknown,,,
7090,Daba,Gedo,Ceel Waaq,0,100%,,,Unknown,,,
5823,Farxaan,Juba Dhexe,Jilib,0,100%,,,Unknown,,,
7449,Towfiq,Banadir,Banadir,0,100%,,,Unknown,,,
9010,Gaalaay,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
10132,Ceel matarro,Bay,Buur Hakaba,0,100%,,,Unknown,,,
7957,Ballad,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
8409,Dawanle,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8915,Raama jirow,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8690,Bulo casi,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
11152,Xaarisa(bisige),Mudug,Gaalkacyo,0,100%,,,Unknown,,,
976,Gibil-ku-dirir,Woqooyi Galbeed,Hargeysa,0,100%,,,Unknown,,,
5579,Bambila,Juba Hoose,Jamaame,0,100%,,,Unknown,,,
2919,Xuj,Hiraan,Belet Weyne,0,100%,,,Unknown,,,
4303,Dawle wayne,Bakool,Tayeeglow,0,100%,,,Unknown,,,
4899,Ceel ableey,Galgaduud,Ceel Dheer,0,100%,,,Unknown,,,
7471,Tawakal 2,Banadir,Banadir,0,100%,,,Unknown,,,
10537,Barkhadlow,Bay,Baydhaba,0,100%,,,Unknown,,,
5898,Qalawiley,Juba Hoose,Afmadow,0,100%,,,Unknown,,,
6760,Hubay,Bay,Qansax Dheere,0,100%,,,Unknown,,,
8207,Bisiq shaleedey,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
7417,Kalberka,Banadir,Banadir,0,100%,,,Unknown,,,
7308,Martini,Banadir,Banadir,0,100%,,,Unknown,,,
9836,Bulo elaile,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
8919,Jiqlie,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
10886,Dhifeeco,Sanaag,Ceerigaabo,0,100%,,,Unknown,,,
7329,Wasaarada lacagta,Banadir,Banadir,0,100%,,,Unknown,,,
3390,Qoydo,Hiraan,Belet Weyne,0,100%,,,Unknown,,,
9492,Sheekh banaaney,Shabelle Hoose,Kurtunwaarey,0,100%,,,Unknown,,,
534,Gudaado,Sanaag,Ceerigaabo,0,100%,,,Unknown,,,
8064,Duduble,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
2540,Ubaale,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
5515,Sararrow,Juba Hoose,Jamaame,0,100%,,,Unknown,,,
2584,Hilo bacaad,Hiraan,Belet Weyne,0,100%,,,Unknown,,,
1401,Baraagta rooble,Togdheer,Owdweyne,0,100%,,,Unknown,,,
6139,,Juba Dhexe,Saakow,0,100%,,,Unknown,,,
4224,Doomar,Bakool,Tayeeglow,0,100%,,,Unknown,,,
7452,Tawakal 1,Banadir,Banadir,0,100%,,,Unknown,,,
7514,Hilaal,Banadir,Banadir,0,100%,,,Unknown,,,
797,Areri lalamod,Mudug,Jariiban,0,100%,,,Unknown,,,
7559,Xalane,Banadir,Banadir,0,100%,,,Unknown,,,
608,Anghor daban,Bari,Qardho,0,100%,,,Unknown,,,
761,Meereysane,Bari,Qardho,0,100%,,,Unknown,,,
2619,Kalay kaley,Hiraan,Belet Weyne,0,100%,,,Unknown,,,
8798,Dooha,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
7446,Beach,Banadir,Banadir,0,100%,,,Unknown,,,
5435,Abdi dhore,Juba Hoose,Kismaayo,0,100%,,,Unknown,,,
10961,Laanta dusmade,Mudug,Gaalkacyo,0,100%,,,Unknown,,,
7411,Taxsiile,Banadir,Banadir,0,100%,,,Unknown,,,
3329,El uaro,Gedo,Belet Xaawo,0,100%,,,Unknown,,,
9096,Kulmis-weyne,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
2557,Haar caddey,Hiraan,Belet Weyne,0,100%,,,Unknown,,,
9130,Rabo rabo,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
6070,,Juba Dhexe,Bu'aale,0,100%,,,Unknown,,,
2312,Raxan-reeb,Mudug,Jariiban,0,100%,,,Unknown,,,
1673,Odweyne,Togdheer,Owdweyne,0,100%,,,Unknown,,,
1702,Bali muumin,Togdheer,Owdweyne,0,100%,,,Unknown,,,
9651,Muraale,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
4215,Dudumale yeroy/ban daran,Bakool,Tayeeglow,0,100%,,,Unknown,,,
10089,Abdulle muqtar,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
3,Agamsaha hoose,Woqooyi Galbeed,Gebiley,0,100%,,,Unknown,,,
2982,Giara abarou,Bakool,Xudur,0,100%,,,Unknown,,,
2992,Iilay,Bakool,Xudur,0,100%,,,Unknown,,,
283,Biyo shiinaha,Woqooyi Galbeed,Hargeysa,0,100%,,,Unknown,,,
7784,Buulo-folyo 1,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
3416,Ceelbaar,Hiraan,Belet Weyne,0,100%,,,Unknown,,,
9123,Loole,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
6174,,Juba Dhexe,Saakow,0,100%,,,Unknown,,,
4222,Hoobishe,Bakool,Tayeeglow,0,100%,,,Unknown,,,
8860,Jiigley,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8657,Hawal borow,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
10301,Sool,Bay,Buur Hakaba,0,100%,,,Unknown,,,
9818,Bashir,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
7294,Somali abow,Banadir,Banadir,0,100%,,,Unknown,,,
5810,Welmaro,Juba Hoose,Afmadow,0,100%,,,Unknown,,,
376,Booc,Togdheer,Buuhoodle,0,100%,,,Unknown,,,
8061,Bulo xansholey,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
9519,Basiile,Shabelle Hoose,Marka,0,100%,,,Unknown,,,
10152,Madije madishe,Bay,Buur Hakaba,0,100%,,,Unknown,,,
623,Bixin,Bari,Bandarbeyla,0,100%,,,Unknown,,,
7713,Jabuti,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
10364,Balaaw,Bay,Buur Hakaba,0,100%,,,Unknown,,,
3281,War garasle,Bay,Baydhaba,0,100%,,,Unknown,,,
8960,Bulo bacaad2,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
2668,Soglow,Hiraan,Bulo Burto,0,100%,,,Unknown,,,
1431,Dari maraa,Togdheer,Owdweyne,0,100%,,,Unknown,,,
9938,Macallin caafi,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
4233,Kayaane,Bakool,Tayeeglow,0,100%,,,Unknown,,,
5656,Murjaan,Juba Hoose,Jamaame,0,100%,,,Unknown,,,
10804,Gadhka,Togdheer,Owdweyne,0,100%,,,Unknown,,,
10835,Goola fardad,Togdheer,Owdweyne,0,100%,,,Unknown,,,
3121,Duubugaas,Bay,Baydhaba,0,100%,,,Unknown,,,
7453,Onat,Banadir,Banadir,0,100%,,,Unknown,,,
9649,Fadi labi,Shabelle Hoose,Marka,0,100%,,,Unknown,,,
9393,Kobartiibo,Shabelle Hoose,Kurtunwaarey,0,100%,,,Unknown,,,
5931,Iidow,Juba Dhexe,Bu'aale,0,100%,,,Unknown,,,
2665,Doonkaxare,Hiraan,Bulo Burto,0,100%,,,Unknown,,,
1720,Suulo satellite,Togdheer,Owdweyne,0,100%,,,Unknown,,,
10548,Korooy,Bay,Buur Hakaba,0,100%,,,Unknown,,,
2357,Baliga,Togdheer,Burco,0,100%,,,Unknown,,,
3314,Coriamu,Gedo,Belet Xaawo,0,100%,,,Unknown,,,
3280,War dugsi,Bay,Baydhaba,0,100%,,,Unknown,,,
8997,Buulo-bari,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
9960,Deg biti,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
5437,Allanga gurrow,Juba Hoose,Badhaadhe,0,100%,,,Unknown,,,
4777,Bundogadud,Gedo,Doolow,0,100%,,,Unknown,,,
3135,Galamo,Bay,Baydhaba,0,100%,,,Unknown,,,
3288,Wariyala,Bay,Baydhaba,0,100%,,,Unknown,,,
3340,Hara fara,Gedo,Belet Xaawo,0,100%,,,Unknown,,,
3351,Qayla dheere,Gedo,Garbahaarey,0,100%,,,Unknown,,,
7690,Buulo sarman,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
10081,Saraar goobo,Bay,Buur Hakaba,0,100%,,,Unknown,,,
991,Lied godir,Woqooyi Galbeed,Hargeysa,0,100%,,,Unknown,,,
2598,Raangaabo,Hiraan,Belet Weyne,0,100%,,,Unknown,,,
4552,Komorogoof,Gedo,Doolow,0,100%,,,Unknown,,,
3253,Sanilow,Bay,Baydhaba,0,100%,,,Unknown,,,
4972,Ris,Shabelle Dhexe,Adan Yabaal,0,100%,,,Unknown,,,
7206,Tuulo sh. nuur,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
986,Har,Woqooyi Galbeed,Hargeysa,0,100%,,,Unknown,,,
7231,Buushka/ no 60,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
7853,Iri dole,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
8511,Maqdas,Shabelle Dhexe,Balcad,0,100%,,,Unknown,,,
2568,Dhoqor,Hiraan,Belet Weyne,0,100%,,,Unknown,,,
2618,Cabdi caciweyn,Hiraan,Bulo Burto,0,100%,,,Unknown,,,
9775,Towfiq,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
9357,Rah,Shabelle Hoose,Kurtunwaarey,0,100%,,,Unknown,,,
5845,Xaaji tumaal,Juba Dhexe,Jilib,0,100%,,,Unknown,,,
7464,Casha i,Banadir,Banadir,0,100%,,,Unknown,,,
742,Kubo,Sool,Taleex,0,100%,,,Unknown,,,
7122,Biyoley,Bay,Baydhaba,0,100%,,,Unknown,,,
5882,Fakya,Juba Dhexe,Jilib,0,100%,,,Unknown,,,
3377,Luktooley,Hiraan,Bulo Burto,0,100%,,,Unknown,,,
9599,Baraaka,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
4199,Abaq turuuruq,Bakool,Tayeeglow,0,100%,,,Unknown,,,
10044,Bulo aqabo,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8564,War muusow,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
3219,Madoda,Bay,Baydhaba,0,100%,,,Unknown,,,
7687,Jano gaaban,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
998,Laas dhuure,Woqooyi Galbeed,Berbera,0,100%,,,Unknown,,,
7244,Merca zone,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
10822,Qol mayqaale,Togdheer,Burco,0,100%,,,Unknown,,,
11116,Qaaxoodweyn,Sool,Laas Caanood,0,100%,,,Unknown,,,
10319,Aw yaay,Bay,Buur Hakaba,0,100%,,,Unknown,,,
5514,Muryoole,Juba Hoose,Jamaame,0,100%,,,Unknown,,,
97,Waraaboqod,Woqooyi Galbeed,Gebiley,0,100%,,,Unknown,,,
8273,Hala-gumare,Shabelle Dhexe,Balcad,0,100%,,,Unknown,,,
2546,Faaf gumare,Hiraan,Belet Weyne,0,100%,,,Unknown,,,
9065,Buulo-cadaad,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
6342,Buulo galool (showa),Bay,Diinsoor,0,100%,,,Unknown,,,
10029,Dharuuro,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
3236,Moro goloole,Bay,Baydhaba,0,100%,,,Unknown,,,
8104,Gurdaan,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
7477,Shabelle 2,Banadir,Banadir,0,100%,,,Unknown,,,
3168,Gurtimaley,Bay,Baydhaba,0,100%,,,Unknown,,,
7153,Jilib-marca,Shabelle Hoose,Marka,0,100%,,,Unknown,,,
2802,Rugrug,Hiraan,Bulo Burto,0,100%,,,Unknown,,,
3112,Dhex - yaal,Bay,Baydhaba,0,100%,,,Unknown,,,
5822,Qaba,Juba Hoose,Afmadow,0,100%,,,Unknown,,,
10964,Balli-laasoole,Mudug,Galdogob,0,100%,,,Unknown,,,
7752,Xalawir,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
7242,Biro biraha,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
8251,Jabad godane,Shabelle Dhexe,Balcad,0,100%,,,Unknown,,,
4217,Janaay,Bakool,Tayeeglow,0,100%,,,Unknown,,,
10035,Qoboy qoboy,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
10057,Cabdi bule,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
969,Faraweyne,Woqooyi Galbeed,Hargeysa,0,100%,,,Unknown,,,
6846,Ceel waq,Gedo,Ceel Waaq,0,100%,,,Unknown,,,
11078,Nin kujooga,Sanaag,Ceerigaabo,0,100%,,,Unknown,,,
150,Kal dhadhaab,Togdheer,Owdweyne,0,100%,,,Unknown,,,
88,Reer cigaal,Woqooyi Galbeed,Gebiley,0,100%,,,Unknown,,,
157,Tuulo dhibiijo,Togdheer,Sheikh,0,100%,,,Unknown,,,
7710,Hillac,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
4890,Balliiano,Galgaduud,Cadaado,0,100%,,,Unknown,,,
2912,Qorof,Hiraan,Bulo Burto,0,100%,,,Unknown,,,
7102,Gerer weyn,Bay,Baydhaba,0,100%,,,Unknown,,,
6113,Sukeyla,Juba Dhexe,Saakow,0,100%,,,Unknown,,,
11096,Jaleelo,Sool,Taleex,0,100%,,,Unknown,,,
7663,Awal qaasim,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
2581,War hugo,Hiraan,Belet Weyne,0,100%,,,Unknown,,,
8658,Jehinka/banani,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
8709,Lugud,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
7413,Sh. cismaanmacow,Banadir,Banadir,0,100%,,,Unknown,,,
813,Tira assu,Mudug,Gaalkacyo,0,100%,,,Unknown,,,
7381,Sidam,Banadir,Banadir,0,100%,,,Unknown,,,
5049,Surio,Mudug,Gaalkacyo,0,100%,,,Unknown,,,
3235,Mooshe,Bay,Baydhaba,0,100%,,,Unknown,,,
10829,Wisir,Togdheer,Burco,0,100%,,,Unknown,,,
5731,Cumar abooke,Juba Dhexe,Jilib,0,100%,,,Unknown,,,
5748,Obey tubaako,Juba Dhexe,Jilib,0,100%,,,Unknown,,,
158,Siir,Togdheer,Sheikh,0,100%,,,Unknown,,,
6322,Ceel baari,Gedo,Baardheere,0,100%,,,Unknown,,,
7886,Deg maduusha,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
2883,Damal,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
5221,Cincle,Hiraan,Belet Weyne,0,100%,,,Unknown,,,
2588,Dhagran,Hiraan,Belet Weyne,0,100%,,,Unknown,,,
2655,Dhayiib,Hiraan,Bulo Burto,0,100%,,,Unknown,,,
4624,Arda-jiroow,Gedo,Doolow,0,100%,,,Unknown,,,
1712,Mureec,Togdheer,Owdweyne,0,100%,,,Unknown,,,
6789,Mubaarak,Bay,Qansax Dheere,0,100%,,,Unknown,,,
9889,Warabe dilow,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
784,Sireis,Bari,Caluula,0,100%,,,Unknown,,,
9298,Gumarta,Shabelle Hoose,Sablaale,0,100%,,,Unknown,,,
2474,Doondeere,Hiraan,Jalalaqsi,0,100%,,,Unknown,,,
7405,Jubba 1,Banadir,Banadir,0,100%,,,Unknown,,,
10591,Muunya,Bay,Buur Hakaba,0,100%,,,Unknown,,,
6152,Ghesso,Juba Dhexe,Saakow,0,100%,,,Unknown,,,
5301,Galqoryaale,Galgaduud,Ceel Buur,0,100%,,,Unknown,,,
5031,Kaynaan,Mudug,Xarardheere,0,100%,,,Unknown,,,
661,Dariiqada xerta,Bari,Qardho,0,100%,,,Unknown,,,
11408,Cel akhwan,Mudug,Gaalkacyo,0,100%,,,Unknown,,,
1705,Habas-wayn,Togdheer,Owdweyne,0,100%,,,Unknown,,,
1675,Gawama,Togdheer,Owdweyne,0,100%,,,Unknown,,,
3305,Belet Xaawo,Gedo,Belet Xaawo,0,100%,,,Unknown,,,
5388,Anole,Juba Hoose,Kismaayo,0,100%,,,Unknown,,,
7719,Dugsi sare,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
10842,Gudmadara,Togdheer,Burco,0,100%,,,Unknown,,,
6942,Gansahdera,Bay,Qansax Dheere,0,100%,,,Unknown,,,
7390,Magool 2,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
5283,Barag ismaciil,Mudug,Xarardheere,0,100%,,,Unknown,,,
8692,Cadey barwaaqo,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
6345,Baarta faanye,Gedo,Baardheere,0,100%,,,Unknown,,,
8777,Dooncadayga,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
10686,Jubba 2,Banadir,Banadir,0,100%,,,Unknown,,,
9699,Farango-lunge/shufeeri,Shabelle Hoose,Marka,0,100%,,,Unknown,,,
2795,Gawey,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
9958,Kabalaay,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
6218,,Juba Dhexe,Saakow,0,100%,,,Unknown,,,
4201,Hawaal kule/herarow,Bakool,Tayeeglow,0,100%,,,Unknown,,,
4273,Misir,Bakool,Tayeeglow,0,100%,,,Unknown,,,
8119,Kootin,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
7708,Baashi,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
10107,Surkun,Bay,Buur Hakaba,0,100%,,,Unknown,,,
8189,Shariifa,Shabelle Hoose,Wanla Weyn,0,100%,,,Unknown,,,
11373,Kidicawl,Woqooyi Galbeed,Hargeysa,0,100%,,,Unknown,,,
10695,Dhoobo hangery,Awdal,Borama,0,100%,,,Unknown,,,
7748,Buundo 1,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
5385,Hida haro mare,Juba Hoose,Badhaadhe,0,100%,,,Unknown,,,
6600,Buulo jadiid,Gedo,Baardheere,0,100%,,,Unknown,,,
9397,Xerta-shiikh xaashi,Shabelle Hoose,Kurtunwaarey,0,100%,,,Unknown,,,
2604,Xuddur boor,Hiraan,Belet Weyne,0,100%,,,Unknown,,,
6071,,Juba Dhexe,Bu'aale,0,100%,,,Unknown,,,
2653,Masaajidley,Hiraan,Bulo Burto,0,100%,,,Unknown,,,
501,Farcaanood,Sanaag,Laasqoray,0,100%,,,Unknown,,,
4991,Ceelgaalaad,Mudug,Hobyo,0,100%,,,Unknown,,,
982,Goonle,Woqooyi Galbeed,Hargeysa,0,100%,,,Unknown,,,
3204,Kobonle,Bay,Baydhaba,0,100%,,,Unknown,,,
5559,Jana cabdalle,Juba Hoose,Afmadow,0,100%,,,Unknown,,,
8049,Burow,Shabelle Dhexe,Balcad,0,100%,,,Unknown,,,
2511,Sagaarow,Hiraan,Belet Weyne,0,100%,,,Unknown,,,
9055,Macey-tuurey,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
5086,Xin barwaqo,Mudug,Hobyo,0,100%,,,Unknown,,,
9312,Holog tirey 1,Shabelle Hoose,Sablaale,0,100%,,,Unknown,,,
84,Reer balaadh,Woqooyi Galbeed,Gebiley,0,100%,,,Unknown,,,
2395,Nasiya,Woqooyi Galbeed,Gebiley,0,100%,,,Unknown,,,
5914,Mada uarsisa,Juba Hoose,Afmadow,0,100%,,,Unknown,,,
5699,Aminow,Juba Dhexe,Jilib,0,100%,,,Unknown,,,
3111,Dhejiile-masbadane,Bay,Baydhaba,0,100%,,,Unknown,,,
10881,Argasan,Sanaag,Ceerigaabo,0,100%,,,Unknown,,,
3214,Lowa isku rogow,Bay,Baydhaba,0,100%,,,Unknown,,,
7802,Ban galey,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
8250,Bulo mamow sh. osman,Shabelle Hoose,Afgooye,0,100%,,,Unknown,,,
2755,Damal,Shabelle Dhexe,Jowhar,0,100%,,,Unknown,,,
9875,Buulo sh cali,Shabelle Hoose,Qoryooley,0,100%,,,Unknown,,,
9231,Biya maalow,Shabelle Hoose,Sablaale,0,100%,,,Unknown,,,
