OBJECTID,SETTLEMENT,REG_NAME,DIST_NAME,tribe_level,percent,Source,Confidence,Tribe_name,,,
7098,Warta cad,Gedo,Garbahaarey,1,100%,,,Darood,,,
4740,Dhuuroole 2,Gedo,Garbahaarey,1,100%,,,Darood,,,
4735,Dacaarta,Gedo,Garbahaarey,1,100%,,,Darood,,,
4483,Seere/qabri sheekh,Gedo,Garbahaarey,1,100%,,,Darood,,,
4739,Huufrey wiin,Gedo,Garbahaarey,1,100%,,,Darood,,,
4458,Dariiqa dheer,Gedo,Garbahaarey,1,100%,,,Darood,,,
4749,Huufey yereey,Gedo,Garbahaarey,1,100%,,,Darood,,,
4460,Sabool koriye,Gedo,Garbahaarey,1,100%,,,Darood,,,
4481,Adaa gooso,Gedo,Garbahaarey,1,100%,,,Darood,,,
4758,Kuud,Gedo,Garbahaarey,1,100%,,,Darood,,,
4470,Doofaareey,Gedo,Garbahaarey,1,100%,,,Darood,,,
4484,Bakaara,Gedo,Garbahaarey,1,100%,,,Darood,,,
4474,Hareeri,Gedo,Garbahaarey,1,100%,,,Darood,,,
4748,Teesow yereey,Gedo,Garbahaarey,1,100%,,,Darood,,,
4463,Yucubley,Gedo,Garbahaarey,1,100%,,,Darood,,,
4588,Shabel duulaq,Gedo,Garbahaarey,1,100%,,,Darood,,,
4759,Teesow wiin,Gedo,Garbahaarey,1,100%,,,Darood,,,
4498,Fadhi weyn,Gedo,Garbahaarey,1,100%,,,Darood,,,
4750,Huufeey wiin,Gedo,Garbahaarey,1,100%,,,Darood,,,
4461,Burje jiic,Gedo,Garbahaarey,1,100%,,,Darood,,,
7208,Godey,Shabelle Hoose,Marka,1,100%,,,Darood,,,
3913,Buulo-abaay,Gedo,Garbahaarey,1,100%,,,Darood,,,
3941,Kurteele,Gedo,Garbahaarey,1,100%,,,Darood,,,
3916,Maraayle,Gedo,Garbahaarey,1,100%,,,Darood,,,
4745,Dhuuroole,Gedo,Garbahaarey,1,100%,,,Darood,,,
4459,Kabis,Gedo,Garbahaarey,1,100%,,,Darood,,,
3944,Ceel-dheere/dudumacade,Gedo,Garbahaarey,1,100%,,,Darood,,,
4472,Dudumaaley/dudumadheer,Gedo,Garbahaarey,1,100%,,,Darood,,,
4478,Nasro,Gedo,Garbahaarey,1,100%,,,Darood,,,
4488,Burco,Gedo,Garbahaarey,1,100%,,,Darood,,,
3968,Habriirow/abagdheere,Gedo,Garbahaarey,1,100%,,,Darood,,,
4744,Gardabeelyereey,Gedo,Garbahaarey,1,100%,,,Darood,,,
4494,Bur ijaaba/bursagaar,Gedo,Garbahaarey,1,100%,,,Darood,,,
4746,Galbeed,Gedo,Garbahaarey,1,100%,,,Darood,,,
4733,Gar dabeel weyn,Gedo,Garbahaarey,1,100%,,,Darood,,,
4467,Dhabar weyn,Gedo,Garbahaarey,1,100%,,,Darood,,,
4477,Cilaan,Gedo,Garbahaarey,1,100%,,,Darood,,,
4497,Libaaxle/funuja,Gedo,Garbahaarey,1,100%,,,Darood,,,
4747,Qardhaasaale,Gedo,Garbahaarey,1,100%,,,Darood,,,
3945,Jeenoley/buulo qayley,Gedo,Garbahaarey,1,100%,,,Darood,,,
4742,Helamareer,Gedo,Garbahaarey,1,100%,,,Darood,,,
7038,Madhaayte,Gedo,Garbahaarey,1,100%,,,Darood,,,
4589,Mudooley,Gedo,Garbahaarey,1,100%,,,Darood,,,
4757,Dyay gaab,Gedo,Garbahaarey,1,100%,,,Darood,,,
3940,Qasah -oomane,Gedo,Garbahaarey,1,100%,,,Darood,,,
3969,Sarmalable,Gedo,Garbahaarey,1,100%,,,Darood,,,
4752,Xumbo weyne,Gedo,Garbahaarey,1,100%,,,Darood,,,
4754,Malkaa hidaa,Gedo,Garbahaarey,1,100%,,,Darood,,,
4583,Guraa,Gedo,Garbahaarey,1,100%,,,Darood,,,
4753,Loola shiidow,Gedo,Garbahaarey,1,100%,,,Darood,,,
3961,Buulo iskiri,Gedo,Garbahaarey,1,100%,,,Darood,,,
4487,Burjo kheyr,Gedo,Garbahaarey,1,100%,,,Darood,,,
4756,Bakal al aroos,Gedo,Garbahaarey,1,100%,,,Darood,,,
4741,Buurdhuubo,Gedo,Garbahaarey,1,100%,,,Darood,,,
4751,Suriya,Gedo,Garbahaarey,1,100%,,,Darood,,,
4473,Dhoqoro,Gedo,Garbahaarey,1,100%,,,Darood,,,
3915,Dhay-yarey,Gedo,Garbahaarey,1,100%,,,Darood,,,
4731,Maraayle,Gedo,Luuq,1,100%,,,Darood,,,
4482,Burjanaale,Gedo,Garbahaarey,1,100%,,,Darood,,,
3967,Buulo balashi,Gedo,Garbahaarey,1,100%,,,Darood,,,
3943,Tuutees,Gedo,Garbahaarey,1,100%,,,Darood,,,
4675,Buyle,Gedo,Luuq,1,100%,,,Darood,,,
4690,Luq gudey,Gedo,Luuq,1,100%,,,Darood,,,
4407,War adiin,Gedo,Luuq,1,100%,,,Darood,,,
4368,Geliyow,Gedo,Luuq,1,100%,,,Darood,,,
4345,Weeley,Gedo,Luuq,1,100%,,,Darood,,,
4687,Heli-shiid 2,Gedo,Luuq,1,100%,,,Darood,,,
4346,Baraar-gaabo,Gedo,Luuq,1,100%,,,Darood,,,
4721,Karaban,Gedo,Luuq,1,100%,,,Darood,,,
4722,Dulmurux,Gedo,Luuq,1,100%,,,Darood,,,
4350,Ceel-dameer,Gedo,Luuq,1,100%,,,Darood,,,
4635,Dhaaysiyow,Gedo,Luuq,1,100%,,,Darood,,,
4352,Sumbul,Gedo,Luuq,1,100%,,,Darood,,,
4652,Qaniin yaale,Gedo,Luuq,1,100%,,,Darood,,,
4726,Maganey,Gedo,Luuq,1,100%,,,Darood,,,
4630,Sanka xaamud,Gedo,Luuq,1,100%,,,Darood,,,
4372,Buulo dhubow/iska riix,Gedo,Luuq,1,100%,,,Darood,,,
4697,Halbow(1)/halbo2/qoondhil,Gedo,Luuq,1,100%,,,Darood,,,
4718,Xero koowaad,Gedo,Luuq,1,100%,,,Darood,,,
4715,Laamilay/garas duleele,Gedo,Luuq,1,100%,,,Darood,,,
4645,Bur axado,Gedo,Luuq,1,100%,,,Darood,,,
4684,Tuulo marexan/taleex,Gedo,Luuq,1,100%,,,Darood,,,
4723,Qaashaaley,Gedo,Luuq,1,100%,,,Darood,,,
4405,Buur bakaar / war caddey,Gedo,Luuq,1,100%,,,Darood,,,
4400,Buulo aw-xussen,Gedo,Luuq,1,100%,,,Darood,,,
4688,Heli-shiid,Gedo,Luuq,1,100%,,,Darood,,,
4348,Laaf maakade,Gedo,Luuq,1,100%,,,Darood,,,
4682,Haanoy,Gedo,Luuq,1,100%,,,Darood,,,
4343,Ceel xarar,Gedo,Luuq,1,100%,,,Darood,,,
4703,Bar baar ees,Gedo,Luuq,1,100%,,,Darood,,,
4719,Dooryaanley,Gedo,Luuq,1,100%,,,Darood,,,
4360,Safarnooley-2,Gedo,Luuq,1,100%,,,Darood,,,
4696,Geer boolow,Gedo,Luuq,1,100%,,,Darood,,,
4716,Aroosow,Gedo,Luuq,1,100%,,,Darood,,,
4727,Shiir galoole,Gedo,Luuq,1,100%,,,Darood,,,
4676,Xabadaale,Gedo,Luuq,1,100%,,,Darood,,,
4712,Luq,Gedo,Luuq,1,100%,,,Darood,,,
4709,Dhaay dheere,Gedo,Luuq,1,100%,,,Darood,,,
4729,Kabaaley,Gedo,Luuq,1,100%,,,Darood,,,
4680,Mag doore,Gedo,Luuq,1,100%,,,Darood,,,
5123,Xanan buro,Galgaduud,Cabudwaaq,1,100%,,,Darood,,,
5149,Safsaaf,Galgaduud,Cabudwaaq,1,100%,,,Darood,,,
5155,Mareere,Galgaduud,Cabudwaaq,1,100%,,,Darood,,,
5151,Farmalagle,Galgaduud,Cabudwaaq,1,100%,,,Darood,,,
5139,Duubin,Galgaduud,Cabudwaaq,1,100%,,,Darood,,,
5154,Balanbal,Galgaduud,Cabudwaaq,1,100%,,,Darood,,,
2834,Lebi-hiiraan,Galgaduud,Cabudwaaq,1,100%,,,Darood,,,
5145,Yamaarugley,Galgaduud,Cabudwaaq,1,100%,,,Darood,,,
5213,Tuulo-caano,Galgaduud,Cabudwaaq,1,100%,,,Darood,,,
5167,Qaradhi,Galgaduud,Cabudwaaq,1,100%,,,Darood,,,
2835,Cilmi-jawle,Galgaduud,Cabudwaaq,1,100%,,,Darood,,,
8770,Mareere,Shabelle Hoose,Wanla Weyn,1,100%,,,Darood,,,
5153,Oodaale,Galgaduud,Cabudwaaq,1,100%,,,Darood,,,
5143,Bangeele,Galgaduud,Cabudwaaq,1,100%,,,Darood,,,
5144,Dhabad,Galgaduud,Cabudwaaq,1,100%,,,Darood,,,
5119,Laanle,Galgaduud,Cabudwaaq,1,100%,,,Darood,,,
5150,Jora jowhar,Galgaduud,Cabudwaaq,1,100%,,,Darood,,,
5170,Dhuumoodle,Galgaduud,Cabudwaaq,1,100%,,,Darood,,,
2843,Mareere,Hiraan,Belet Weyne,1,100%,,,Darood,,,
5148,Baaltaag,Galgaduud,Cabudwaaq,1,100%,,,Darood,,,
5146,Huurshe,Galgaduud,Cabudwaaq,1,100%,,,Darood,,,
5172,Dibara,Galgaduud,Cabudwaaq,1,100%,,,Darood,,,
5138,Cabudwaaq,Galgaduud,Cabudwaaq,1,100%,,,Darood,,,
5142,Galmaygaag,Galgaduud,Cabudwaaq,1,100%,,,Darood,,,
5147,Booso,Galgaduud,Cabudwaaq,1,100%,,,Darood,,,
5141,Ceelaay,Galgaduud,Cabudwaaq,1,100%,,,Darood,,,
5140,Ballicad,Galgaduud,Cabudwaaq,1,100%,,,Darood,,,
5171,Hogdugaag,Galgaduud,Cabudwaaq,1,100%,,,Darood,,,
6852,Ceel waaq/buusaar,Gedo,Ceel Waaq,1,100%,,,Darood,,,
6858,Ceel waaq/october,Gedo,Ceel Waaq,1,100%,,,Darood,,,
6849,Ceel waaq/madino,Gedo,Ceel Waaq,1,100%,,,Darood,,,
6848,Ceel waaq/hawl wadaag,Gedo,Ceel Waaq,1,100%,,,Darood,,,
6774,Sandacaar,Gedo,Ceel Waaq,1,100%,,,Darood,,,
6883,Garsaal,Gedo,Ceel Waaq,1,100%,,,Darood,,,
6583,Indhaceel,Gedo,Ceel Waaq,1,100%,,,Darood,,,
6706,Kunaso/meeri,Gedo,Ceel Waaq,1,100%,,,Darood,,,
6834,El banda,Gedo,Ceel Waaq,1,100%,,,Darood,,,
6939,Haramandheera,Gedo,Ceel Waaq,1,100%,,,Darood,,,
6822,Horbaati,Gedo,Ceel Waaq,1,100%,,,Darood,,,
6962,War benle,Gedo,Ceel Waaq,1,100%,,,Darood,,,
6813,Sheebow,Gedo,Ceel Waaq,1,100%,,,Darood,,,
6770,Jambiile,Gedo,Ceel Waaq,1,100%,,,Darood,,,
6879,Qamuudo,Gedo,Ceel Waaq,1,100%,,,Darood,,,
6874,Warxoor,Gedo,Ceel Waaq,1,100%,,,Darood,,,
6784,Seddex jiirood 2,Gedo,Ceel Waaq,1,100%,,,Darood,,,
6686,Caasha cad,Gedo,Ceel Waaq,1,100%,,,Darood,,,
6927,Dhaso,Gedo,Ceel Waaq,1,100%,,,Darood,,,
4616,Qeyraamiso,Gedo,Ceel Waaq,1,100%,,,Darood,,,
6961,Wantey,Gedo,Ceel Waaq,1,100%,,,Darood,,,
6729,Muudaale,Gedo,Ceel Waaq,1,100%,,,Darood,,,
6853,Samaroole,Gedo,Ceel Waaq,1,100%,,,Darood,,,
6737,Isack yaal,Gedo,Ceel Waaq,1,100%,,,Darood,,,
7008,Yado i,Gedo,Ceel Waaq,1,100%,,,Darood,,,
6685,Lafa geri,Gedo,Ceel Waaq,1,100%,,,Darood,,,
6909,Warstisaraage,Gedo,Ceel Waaq,1,100%,,,Darood,,,
6786,Seddex jiirood i,Gedo,Ceel Waaq,1,100%,,,Darood,,,
7011,Yado 2,Gedo,Ceel Waaq,1,100%,,,Darood,,,
6082,Arabow,Juba Dhexe,Bu'aale,1,100%,,,Darood,,,
6034,Bu'aale,Juba Dhexe,Bu'aale,1,100%,,,Darood,,,
5973,Salamin,Juba Dhexe,Bu'aale,1,100%,,,Darood,,,
5922,Ibrahim borow,Juba Dhexe,Bu'aale,1,100%,,,Darood,,,
5995,Jarbiila,Juba Dhexe,Bu'aale,1,100%,,,Darood,,,
5971,Galol xafiis,Juba Dhexe,Bu'aale,1,100%,,,Darood,,,
4193,Qurac joome,Bakool,Ceel Barde,1,100%,,,Darood,,,
4186,Ceel barde/sayidka/laanta,Bakool,Ceel Barde,1,100%,,,Darood,,,
4187,Ceel barde/xalane/laanta,Bakool,Ceel Barde,1,100%,,,Darood,,,
4195,El-magad,Bakool,Ceel Barde,1,100%,,,Darood,,,
4194,Abeesale,Bakool,Ceel Barde,1,100%,,,Darood,,,
3400,Baadikeen,Bakool,Ceel Barde,1,100%,,,Darood,,,
4192,Lawareeg/ qeyre haboon,Bakool,Ceel Barde,1,100%,,,Darood,,,
4182,Baari-wiine /gendiyeer,Bakool,Ceel Barde,1,100%,,,Darood,,,
4190,Hiirey,Bakool,Ceel Barde,1,100%,,,Darood,,,
4189,Kuusaw,Bakool,Ceel Barde,1,100%,,,Darood,,,
4191,Sal-kudhooble,Bakool,Ceel Barde,1,100%,,,Darood,,,
4446,Dal dal,Bakool,Ceel Barde,1,100%,,,Darood,,,
4188,Figta,Bakool,Ceel Barde,1,100%,,,Darood,,,
4445,Rahle,Bakool,Ceel Barde,1,100%,,,Darood,,,
10581,Goof,Bay,Buur Hakaba,1,100%,,,Darood,,,
6788,Goof,Gedo,Ceel Waaq,1,100%,,,Darood,,,
2286,Darasalam,Mudug,Galdogob,1,100%,,,Darood,,,
1621,Cilaan,Togdheer,Owdweyne,1,100%,,,Darood,,,
1253,Goonle,Woqooyi Galbeed,Hargeysa,1,100%,,,Darood,,,
1155,Hadh wanaag,Woqooyi Galbeed,Gebiley,1,100%,,,Darood,,,
2003,Carmo,Bari,Bossaso,1,100%,,,Darood,,,
1977,Xin-galool,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
1975,Ceel-buh,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
265,Darar weyne,Woqooyi Galbeed,Hargeysa,1,100%,,,Darood,,,
1859,Carmale,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
1912,Fiqifuliye,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
1985,Wardher,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
1866,Biyo-guduud,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
1854,Kulmiye,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
505,Maydh,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
1893,Darsi satellite,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
1852,Dacawo,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
510,Darar weyne,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
1931,Garabcad,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
1933,Xamilka,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
1868,Dibqarax,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
1407,Sabawanaag,Woqooyi Galbeed,Hargeysa,1,100%,,,Darood,,,
1835,Goob,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
1884,Maax satellite,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
530,Rugay,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
1963,Bacoolaha,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
1902,Ina bulshaale,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
1740,Kulmiye,Togdheer,Sheikh,1,100%,,,Darood,,,
1899,Gudmo afaaf satellite,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
1887,Shumox shumox,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
1924,Dhadhinyahya,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
2026,Arris,Bari,Bandarbeyla,1,100%,,,Darood,,,
2254,Bandunbuto,Nugaal,Eyl,1,100%,,,Darood,,,
2253,Baarweyn,Nugaal,Eyl,1,100%,,,Darood,,,
2248,Dilin mahato,Nugaal,Eyl,1,100%,,,Darood,,,
2224,Kabaal,Nugaal,Eyl,1,100%,,,Darood,,,
2240,Dhalinraqas,Nugaal,Eyl,1,100%,,,Darood,,,
2235,Ladega,Nugaal,Eyl,1,100%,,,Darood,,,
2222,Gabac,Nugaal,Eyl,1,100%,,,Darood,,,
2231,Dhagaxlaha,Nugaal,Eyl,1,100%,,,Darood,,,
2243,Marayo,Nugaal,Eyl,1,100%,,,Darood,,,
2220,Diinkudhac,Nugaal,Eyl,1,100%,,,Darood,,,
2246,Aftugweyne,Nugaal,Eyl,1,100%,,,Darood,,,
2228,Kabaalwaq,Nugaal,Eyl,1,100%,,,Darood,,,
2247,Dhooba-canutug,Nugaal,Eyl,1,100%,,,Darood,,,
2221,Qarxis,Nugaal,Eyl,1,100%,,,Darood,,,
2239,Wargudud,Nugaal,Eyl,1,100%,,,Darood,,,
2192,Garowe/waberi,Nugaal,Garoowe,1,100%,,,Darood,,,
6545,Buulo kurmaan,Gedo,Baardheere,1,100%,,,Darood,,,
1988,Dhahar,Sanaag,Laasqoray,1,100%,,,Darood,,,
2187,Qardho/kaambo,Bari,Qardho,1,100%,,,Darood,,,
2194,Garowe/hanti-wadaag,Nugaal,Garoowe,1,100%,,,Darood,,,
2345,Burtinle,Nugaal,Burtinle,1,100%,,,Darood,,,
1996,Bosaso/raxiis,Bari,Bossaso,1,100%,,,Darood,,,
6559,Baardheere/waaberi,Gedo,Baardheere,1,100%,,,Darood,,,
2001,Ceel-doofaar,Bari,Bossaso,1,100%,,,Darood,,,
2190,Qardho/xorgoble,Bari,Qardho,1,100%,,,Darood,,,
2170,Waaciye,Sanaag,Laasqoray,1,100%,,,Darood,,,
1995,Bosaso/girible,Bari,Bossaso,1,100%,,,Darood,,,
2191,Qardho/kubo,Bari,Qardho,1,100%,,,Darood,,,
2172,Sheerbi,Bari,Qardho,1,100%,,,Darood,,,
536,Ceerigaabo,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
2084,Baargaal,Bari,Iskushuban,1,100%,,,Darood,,,
2018,Ufeyn,Bari,Bossaso,1,100%,,,Darood,,,
2141,Balidhidin,Bari,Qandala,1,100%,,,Darood,,,
2189,Qardho/qoryacad,Bari,Qardho,1,100%,,,Darood,,,
2319,Jalam,Nugaal,Burtinle,1,100%,,,Darood,,,
553,Hadaaftimo,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
529,Yubbe,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
2178,Xiddo,Bari,Qardho,1,100%,,,Darood,,,
2004,Carto,Bari,Bossaso,1,100%,,,Darood,,,
6565,Horssed,Gedo,Baardheere,1,100%,,,Darood,,,
2306,Ballibusle,Mudug,Gaalkacyo,1,100%,,,Darood,,,
2157,Qandala,Bari,Qandala,1,100%,,,Darood,,,
1986,Laas-qoray,Sanaag,Laasqoray,1,100%,,,Darood,,,
6557,Baardheere/hawl wadaag,Gedo,Baardheere,1,100%,,,Darood,,,
2005,Laso-dawaco,Bari,Bossaso,1,100%,,,Darood,,,
2249,Dangoroyo,Bari,Qardho,1,100%,,,Darood,,,
1997,Kala-beyr,Bari,Bossaso,1,100%,,,Darood,,,
2329,Sinujif,Nugaal,Garoowe,1,100%,,,Darood,,,
2101,Rako,Bari,Qardho,1,100%,,,Darood,,,
2108,Xiriiro,Bari,Iskushuban,1,100%,,,Darood,,,
1984,Buraan,Sanaag,Laasqoray,1,100%,,,Darood,,,
2112,Xaafuun,Bari,Iskushuban,1,100%,,,Darood,,,
2188,Qardho/xiingood,Bari,Qardho,1,100%,,,Darood,,,
1994,Bosaso/dan-wadag,Bari,Bossaso,1,100%,,,Darood,,,
2029,Dhuudo,Bari,Bandarbeyla,1,100%,,,Darood,,,
2052,Murcanyo,Bari,Caluula,1,100%,,,Darood,,,
6281,Daarasalaam,Gedo,Baardheere,1,100%,,,Darood,,,
2059,Bareeda,Bari,Caluula,1,100%,,,Darood,,,
8044,Baloow,Shabelle Hoose,Afgooye,1,100%,,,Darood,,,
2177,Dalwayn,Bari,Qardho,1,100%,,,Darood,,,
2139,Ceel-gaal,Bari,Qandala,1,100%,,,Darood,,,
2061,Geesaley,Bari,Caluula,1,100%,,,Darood,,,
2015,Yalho,Bari,Bossaso,1,100%,,,Darood,,,
2093,Hurdiya,Bari,Iskushuban,1,100%,,,Darood,,,
2182,Uurjire,Bari,Qardho,1,100%,,,Darood,,,
1982,Cawsane,Sanaag,Laasqoray,1,100%,,,Darood,,,
2205,Lanta hawada,Nugaal,Garoowe,1,100%,,,Darood,,,
2251,Ceelbuux,Bari,Qardho,1,100%,,,Darood,,,
2076,Dharjaale,Bari,Iskushuban,1,100%,,,Darood,,,
2006,Laag,Bari,Bossaso,1,100%,,,Darood,,,
2181,Yakayake,Bari,Qardho,1,100%,,,Darood,,,
2140,Unuun,Bari,Iskushuban,1,100%,,,Darood,,,
2080,Timirshe,Bari,Iskushuban,1,100%,,,Darood,,,
7582,Baloow,Shabelle Hoose,Afgooye,1,100%,,,Darood,,,
2193,Garowe/wadajir,Nugaal,Garoowe,1,100%,,,Darood,,,
2096,Iskushuban/jacayl,Bari,Iskushuban,1,100%,,,Darood,,,
2258,Baqbaq,Bari,Bandarbeyla,1,100%,,,Darood,,,
2176,Xabaal-reer,Bari,Qardho,1,100%,,,Darood,,,
5075,Galkacyo/wadajir,Mudug,Gaalkacyo,1,100%,,,Darood,,,
2027,Xumbays,Bari,Qardho,1,100%,,,Darood,,,
2007,Galgala,Bari,Bossaso,1,100%,,,Darood,,,
2262,Uusgure,Bari,Qardho,1,100%,,,Darood,,,
2160,Qormo buurcad,Bari,Qardho,1,100%,,,Darood,,,
6561,Baardheere/if tiin,Gedo,Baardheere,1,100%,,,Darood,,,
2167,Qaararsoor,Bari,Qardho,1,100%,,,Darood,,,
2136,Beel-wacatay,Bari,Iskushuban,1,100%,,,Darood,,,
2183,Juurile,Bari,Bossaso,1,100%,,,Darood,,,
2045,Sayn,Bari,Caluula,1,100%,,,Darood,,,
2336,Yoonbays,Nugaal,Burtinle,1,100%,,,Darood,,,
2147,Gurur,Bari,Qandala,1,100%,,,Darood,,,
2021,Tasjiic,Bari,Bossaso,1,100%,,,Darood,,,
2022,Af urur,Sanaag,Laasqoray,1,100%,,,Darood,,,
2024,Balli doog,Bari,Bossaso,1,100%,,,Darood,,,
2161,Jedad,Bari,Qardho,1,100%,,,Darood,,,
2114,Dharoor,Bari,Iskushuban,1,100%,,,Darood,,,
1993,Bosaso/samo-wadag,Bari,Bossaso,1,100%,,,Darood,,,
1911,Dharyo,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
6291,Baroow diinle,Gedo,Baardheere,1,100%,,,Darood,,,
2082,Itaageer,Bari,Iskushuban,1,100%,,,Darood,,,
2016,Kobdhexaad,Bari,Bossaso,1,100%,,,Darood,,,
1624,Kaladhac,Togdheer,Owdweyne,1,100%,,,Darood,,,
6531,Buulo weyn,Gedo,Baardheere,1,100%,,,Darood,,,
2031,Kulule,Bari,Bandarbeyla,1,100%,,,Darood,,,
2169,Shire,Bari,Qardho,1,100%,,,Darood,,,
2162,Liqaar,Bari,Qardho,1,100%,,,Darood,,,
2095,Gargoore,Bari,Iskushuban,1,100%,,,Darood,,,
2152,Xankookib,Bari,Qandala,1,100%,,,Darood,,,
2104,Xuubabays,Bari,Iskushuban,1,100%,,,Darood,,,
2000,Jiingadda,Bari,Bossaso,1,100%,,,Darood,,,
2168,Qalwo,Bari,Qardho,1,100%,,,Darood,,,
1971,Ulxeed,Sanaag,Laasqoray,1,100%,,,Darood,,,
2344,Xamxamaa,Nugaal,Garoowe,1,100%,,,Darood,,,
2065,Hoddaa,Bari,Caluula,1,100%,,,Darood,,,
2036,Meygaag,Bari,Qardho,1,100%,,,Darood,,,
1973,Dur-duri,Sanaag,Laasqoray,1,100%,,,Darood,,,
2257,Xaaji khayr,Bari,Qardho,1,100%,,,Darood,,,
2215,Meeraysane,Nugaal,Burtinle,1,100%,,,Darood,,,
2135,Kayaxa,Bari,Qandala,1,100%,,,Darood,,,
538,Jiidali,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
2173,Cambaar sare,Bari,Qardho,1,100%,,,Darood,,,
2023,Jeedaal,Bari,Qardho,1,100%,,,Darood,,,
2097,Iskushuban/dhalmado,Bari,Iskushuban,1,100%,,,Darood,,,
2131,Canjeel,Bari,Qandala,1,100%,,,Darood,,,
2308,Malaasle,Nugaal,Burtinle,1,100%,,,Darood,,,
1990,Laako,Sanaag,Laasqoray,1,100%,,,Darood,,,
6364,Mintaana,Gedo,Baardheere,1,100%,,,Darood,,,
2145,Tuur masale,Bari,Qandala,1,100%,,,Darood,,,
6444,Tubaake,Gedo,Baardheere,1,100%,,,Darood,,,
2091,Gumbax,Bari,Iskushuban,1,100%,,,Darood,,,
2034,Dhudhub,Bari,Qardho,1,100%,,,Darood,,,
2153,Xarago,Bari,Qandala,1,100%,,,Darood,,,
557,Alxamdullileh,Sanaag,Laasqoray,1,100%,,,Darood,,,
2199,Awr-culus,Nugaal,Burtinle,1,100%,,,Darood,,,
6683,Dhoobley,Gedo,Baardheere,1,100%,,,Darood,,,
1561,Qaloocan,Togdheer,Burco,1,100%,,,Darood,,,
2043,Ceel-laas,Bari,Caluula,1,100%,,,Darood,,,
6484,Hawal been,Gedo,Baardheere,1,100%,,,Darood,,,
1983,Kaladhac,Sanaag,Laasqoray,1,100%,,,Darood,,,
6427,Helo carmo,Gedo,Baardheere,1,100%,,,Darood,,,
2008,Marraje,Sanaag,Laasqoray,1,100%,,,Darood,,,
6598,Buulo baanyo,Gedo,Baardheere,1,100%,,,Darood,,,
2105,Duud-hooyo,Bari,Iskushuban,1,100%,,,Darood,,,
2175,Guud cad,Bari,Qardho,1,100%,,,Darood,,,
2159,Cambaar hoose,Bari,Qardho,1,100%,,,Darood,,,
2032,Durdura,Bari,Bandarbeyla,1,100%,,,Darood,,,
2030,Dhuur,Bari,Bandarbeyla,1,100%,,,Darood,,,
2020,Geeso-qabad,Bari,Bossaso,1,100%,,,Darood,,,
6483,Kudug,Gedo,Baardheere,1,100%,,,Darood,,,
2171,Adisoone,Bari,Qardho,1,100%,,,Darood,,,
2115,Cammaan,Bari,Iskushuban,1,100%,,,Darood,,,
2077,Sheel muruxle,Bari,Iskushuban,1,100%,,,Darood,,,
2010,Qaw,Bari,Bossaso,1,100%,,,Darood,,,
2092,Handa,Bari,Iskushuban,1,100%,,,Darood,,,
2083,Gondoli,Bari,Iskushuban,1,100%,,,Darood,,,
2102,Foocaar,Bari,Iskushuban,1,100%,,,Darood,,,
2042,Daba-handabo,Bari,Caluula,1,100%,,,Darood,,,
2048,Ceel-quud,Bari,Caluula,1,100%,,,Darood,,,
1869,Goof,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
1890,Laan qiciye satellite,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
2002,Barookhle,Bari,Qardho,1,100%,,,Darood,,,
1833,Dayaxa,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
2035,Dhariinbaar,Bari,Bandarbeyla,1,100%,,,Darood,,,
2154,Garaar,Bari,Qandala,1,100%,,,Darood,,,
2068,Hursale,Bari,Caluula,1,100%,,,Darood,,,
1929,Siigo-dheer,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
2037,Qoton,Bari,Bandarbeyla,1,100%,,,Darood,,,
2041,Tooxin,Bari,Caluula,1,100%,,,Darood,,,
1358,Jiingada,Woqooyi Galbeed,Hargeysa,1,100%,,,Darood,,,
1858,Darasalam,Sanaag,Ceerigaabo,1,100%,,,Darood,,,
